Name,Date Practiced,Refresh Database,Tunes
The Eel in the Sink (25-04-01),"April 1, 2025 9:43 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Eel in the Sink (https://www.notion.so/The-Eel-in-the-Sink-1d21072a8be449ceac420793d07bfdb2?pvs=21)
Drummond Castle (25-04-01),"April 1, 2025 9:43 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Drummond Castle (https://www.notion.so/Drummond-Castle-14a04f42e3e0807db7a1f3643e927573?pvs=21)
The Spotted Dog (25-04-01),"April 1, 2025 9:43 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Spotted Dog (https://www.notion.so/The-Spotted-Dog-0b7225445a0047f7a0cadab25f006f1b?pvs=21)
Creeping Dockin (25-04-01),"April 1, 2025 9:43 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Creeping Dockin (https://www.notion.so/Creeping-Dockin-595a97520a664ec0b6e86981ac06b83e?pvs=21)
The Rambling Pitchfork (25-04-01),"April 1, 2025 9:43 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Rambling Pitchfork (https://www.notion.so/The-Rambling-Pitchfork-b0aff6d7180b47ce957944a150be454b?pvs=21)
Apples in Winter (25-04-01),"April 1, 2025 9:44 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Apples in Winter (https://www.notion.so/Apples-in-Winter-fc613a69d96e41c5bdec4a6f35359602?pvs=21)
Scatter the Mud  (25-04-01),"April 1, 2025 9:44 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Scatter the Mud  (https://www.notion.so/Scatter-the-Mud-f7f5a04fd01d441e9bb23fb63171df6f?pvs=21)
The Wandering Minstrel (25-04-01),"April 1, 2025 9:44 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Wandering Minstrel (https://www.notion.so/The-Wandering-Minstrel-538775a9103449f795d5acdc7a1146d6?pvs=21)
Out on the Ocean (25-04-01),"April 1, 2025 10:57 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Out on the Ocean (https://www.notion.so/Out-on-the-Ocean-1f6a3d5651a3496dafb53a7953dde6cd?pvs=21)
Kesh Jig (25-04-01),"April 1, 2025 10:57 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Kesh Jig (https://www.notion.so/Kesh-Jig-cd1c2cf57b5f45789bfdcc89098bb992?pvs=21)
Dan O’Keefe’s  (25-04-01),"April 1, 2025 1:10 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Dan O’Keefe’s  (https://www.notion.so/Dan-O-Keefe-s-a830ff33c4df49a79b12a2214cc5efc5?pvs=21)
Danny Ab’s (25-04-01),"April 1, 2025 1:10 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Danny Ab’s (https://www.notion.so/Danny-Ab-s-610b2b11a3cb4189b2937fefdaa3e928?pvs=21)
The Woods of Caol Rua (25-04-01),"April 1, 2025 9:13 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Woods of Caol Rua (https://www.notion.so/The-Woods-of-Caol-Rua-13d04f42e3e0802cbb4cd4c428d92849?pvs=21)
The Glen Cottage  (25-04-01),"April 1, 2025 9:27 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Glen Cottage  (https://www.notion.so/The-Glen-Cottage-cf72b36bfba648d78171f08a61d5e11e?pvs=21)
The Cucanandy  (25-04-01),"April 1, 2025 10:21 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Cucanandy  (https://www.notion.so/The-Cucanandy-cd2e000a96424f8ebe1a7a81e4c108d0?pvs=21)
Eileen Arun (25-04-01),"April 1, 2025 10:21 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Eileen Arun (https://www.notion.so/Eileen-Arun-fd9cc0c3f5214836888970be3aa9c3d5?pvs=21)
Down the Back Lane (25-04-01),"April 1, 2025 10:21 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Down the Back Lane (https://www.notion.so/Down-the-Back-Lane-8d8b3ba7d0b64912915933914a8ee886?pvs=21)
End of the Day (25-04-01),"April 1, 2025 10:22 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),End of the Day (https://www.notion.so/End-of-the-Day-0f0585d87b9e4e44a408ff041a603767?pvs=21)
The Promenade (25-04-01),"April 1, 2025 10:22 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Promenade (https://www.notion.so/The-Promenade-72049f27c596464cb9f1b2dfb132d429?pvs=21)
Comb Your Hair and Curl It (25-04-01),"April 1, 2025 10:22 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Comb Your Hair and Curl It (https://www.notion.so/Comb-Your-Hair-and-Curl-It-5591068a74424c239af21f41fb1a2387?pvs=21)
Delahunty's Hornpipe (25-04-01),"April 1, 2025 10:22 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Delahunty's Hornpipe (https://www.notion.so/Delahunty-s-Hornpipe-39237dc5c85c48b3973007aacf1c2c31?pvs=21)
Darby the Driver (25-04-01),"April 1, 2025 10:22 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Darby the Driver (https://www.notion.so/Darby-the-Driver-bd08e1e2b24145f19cec20079f9c9cc4?pvs=21)
Jenny Picking Cockles (25-04-01),"April 1, 2025 10:31 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Jenny Picking Cockles (https://www.notion.so/Jenny-Picking-Cockles-0c00f9527c89458a85aca62cc9e93eab?pvs=21)
Maureen’s Fancy (25-04-01),"April 1, 2025 10:39 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Maureen’s Fancy (https://www.notion.so/Maureen-s-Fancy-384a69b44e5c43a399b7c04dea61fe46?pvs=21)
I Ne’er Shall Wean Her (25-04-01),"April 1, 2025 10:39 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),I Ne’er Shall Wean Her (https://www.notion.so/I-Ne-er-Shall-Wean-Her-1bc04f42e3e0804ebdefd062d4f901d0?pvs=21)
The Lisnagun (25-04-01),"April 1, 2025 10:39 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Lisnagun (https://www.notion.so/The-Lisnagun-1b504f42e3e080edbae0f1eba3766546?pvs=21)
Páidín Ó Raifertaigh (25-04-02),"April 2, 2025 7:46 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Páidín Ó Raifertaigh (https://www.notion.so/P-id-n-Raifertaigh-14504f42e3e0802693f2e5ed4c81b8ea?pvs=21)
Nóra Chríonna (25-04-02),"April 2, 2025 7:46 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Nóra Chríonna (https://www.notion.so/N-ra-Chr-onna-1aa04f42e3e0808c9498d8b9dc66286d?pvs=21)
Cheer Up Old Hag (25-04-02),"April 2, 2025 7:47 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Cheer Up Old Hag (https://www.notion.so/Cheer-Up-Old-Hag-ced556925c54420e878a8e214314f19a?pvs=21)
Scatter the Mud  (25-04-02),"April 2, 2025 7:47 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Scatter the Mud  (https://www.notion.so/Scatter-the-Mud-f7f5a04fd01d441e9bb23fb63171df6f?pvs=21)
The Rose in the Heather (25-04-02),"April 2, 2025 8:04 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Rose in the Heather (https://www.notion.so/The-Rose-in-the-Heather-19b04f42e3e080a89896f2d0fadca156?pvs=21)
The Old Favourite (25-04-02),"April 2, 2025 8:04 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Old Favourite (https://www.notion.so/The-Old-Favourite-19b04f42e3e08041ad4bf3ab1a1282ba?pvs=21)
The Meelick Team (25-04-03),"April 3, 2025 7:28 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Meelick Team (https://www.notion.so/The-Meelick-Team-57733247e8e04e1ba7bcc895eecf1284?pvs=21)
Down the Back Lane (25-04-03),"April 3, 2025 7:28 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Down the Back Lane (https://www.notion.so/Down-the-Back-Lane-8d8b3ba7d0b64912915933914a8ee886?pvs=21)
Páidín Ó Raifertaigh (25-04-03),"April 3, 2025 7:29 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Páidín Ó Raifertaigh (https://www.notion.so/P-id-n-Raifertaigh-14504f42e3e0802693f2e5ed4c81b8ea?pvs=21)
The Lisnagun (25-04-03),"April 3, 2025 7:29 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Lisnagun (https://www.notion.so/The-Lisnagun-1b504f42e3e080edbae0f1eba3766546?pvs=21)
Dancing Eyes (25-04-03),"April 3, 2025 7:29 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Dancing Eyes (https://www.notion.so/Dancing-Eyes-9ac74966ac09458ba3ca1887a748c2e6?pvs=21)
Sporting Paddy (25-04-03),"April 3, 2025 11:04 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Sporting Paddy (https://www.notion.so/Sporting-Paddy-323d0a89abeb4931ab08147ef53f14ab?pvs=21)
Cooley’s Reel (25-04-03),"April 3, 2025 11:05 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Cooley’s Reel (https://www.notion.so/Cooley-s-Reel-11a387acbb624bef89a5c080441ba029?pvs=21)
Bird in the Bush (25-04-04),"April 4, 2025 8:24 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Bird in the Bush (https://www.notion.so/Bird-in-the-Bush-127095877e7a42d4ba02594684b406a6?pvs=21)
Sporting Paddy (25-04-04),"April 4, 2025 8:25 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Sporting Paddy (https://www.notion.so/Sporting-Paddy-323d0a89abeb4931ab08147ef53f14ab?pvs=21)
Virginia Reel (25-04-04),"April 4, 2025 8:25 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Virginia Reel (https://www.notion.so/Virginia-Reel-a70cac6ef3b446bbb552f061102e6d0a?pvs=21)
Love At the Endings (25-04-04),"April 4, 2025 8:25 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Love At the Endings (https://www.notion.so/Love-At-the-Endings-9be0742265a9421b97b9e00adba0be62?pvs=21)
The Golden Keyboard (25-04-04),"April 4, 2025 8:25 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Golden Keyboard (https://www.notion.so/The-Golden-Keyboard-11704f42e3e08034b122d622cc09c1a8?pvs=21)
Drowsy Maggie (25-04-05),"April 5, 2025 10:39 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Drowsy Maggie (https://www.notion.so/Drowsy-Maggie-eb132079979641c08c6aa8a2716b1d13?pvs=21)
Sporting Paddy (25-04-05),"April 5, 2025 10:39 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Sporting Paddy (https://www.notion.so/Sporting-Paddy-323d0a89abeb4931ab08147ef53f14ab?pvs=21)
Virginia Reel (25-04-05),"April 5, 2025 10:39 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Virginia Reel (https://www.notion.so/Virginia-Reel-a70cac6ef3b446bbb552f061102e6d0a?pvs=21)
Bird in the Bush (25-04-05),"April 5, 2025 10:40 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Bird in the Bush (https://www.notion.so/Bird-in-the-Bush-127095877e7a42d4ba02594684b406a6?pvs=21)
Martin Wynne’s #1 (25-04-05),"April 5, 2025 10:40 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Martin Wynne’s #1 (https://www.notion.so/Martin-Wynne-s-1-8cbd6ec8afd74af08f08ae0647b7ac52?pvs=21)
The Hare in the Corn (25-04-05),"April 5, 2025 11:00 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Hare in the Corn (https://www.notion.so/The-Hare-in-the-Corn-b8637a86c93b4580b4c5d57b0a99897b?pvs=21)
The Rathawuan Slide (25-04-05),"April 5, 2025 11:00 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Rathawuan Slide (https://www.notion.so/The-Rathawuan-Slide-f71cc10f0540437c9eeaac6cc283f79d?pvs=21)
Miller’s Maggot (25-04-05),"April 5, 2025 11:06 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Miller’s Maggot (https://www.notion.so/Miller-s-Maggot-93406d4f176041daaa260167b4cfafd3?pvs=21)
The Haunted House (25-04-05),"April 5, 2025 8:27 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Haunted House (https://www.notion.so/The-Haunted-House-55f2c2df22c244568c339e122add4bf3?pvs=21)
The Galtee Rangers (25-04-05),"April 5, 2025 8:27 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Galtee Rangers (https://www.notion.so/The-Galtee-Rangers-18a04f42e3e0808f9271ee8c5b361e56?pvs=21)
The Glentaun (25-04-05),"April 5, 2025 8:27 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Glentaun (https://www.notion.so/The-Glentaun-18d04f42e3e0804d97a4ee7610a72523?pvs=21)
The Cup of Tea (25-04-05),"April 5, 2025 8:28 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Cup of Tea (https://www.notion.so/The-Cup-of-Tea-1cd04f42e3e0808abb0cc3044bc703ec?pvs=21)
The Hag at the Churn (25-04-06),"April 6, 2025 10:12 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Hag at the Churn (https://www.notion.so/The-Hag-at-the-Churn-4621de54f6474cee9ad99dbedda88ec5?pvs=21)
Blarney Pilgrim (25-04-06),"April 6, 2025 10:12 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Blarney Pilgrim (https://www.notion.so/Blarney-Pilgrim-19404f42e3e080cb8bbdd8da0bf51a85?pvs=21)
Creeping Dockin (25-04-06),"April 6, 2025 10:15 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Creeping Dockin (https://www.notion.so/Creeping-Dockin-595a97520a664ec0b6e86981ac06b83e?pvs=21)
The Flowers of Munster (25-04-06),"April 6, 2025 10:35 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Flowers of Munster (https://www.notion.so/The-Flowers-of-Munster-13f04f42e3e080f3b14aec00883fca4a?pvs=21)
Corney Drew’s (25-04-06),"April 6, 2025 11:14 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Corney Drew’s (https://www.notion.so/Corney-Drew-s-3002738476514e898eda6b2edc5ada15?pvs=21)
Off to California (25-04-06),"April 6, 2025 11:15 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Off to California (https://www.notion.so/Off-to-California-b4ba573bf091412d87d55479e2a3b6fd?pvs=21)
The Liverpool Hornpipe (25-04-06),"April 6, 2025 11:23 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Liverpool Hornpipe (https://www.notion.so/The-Liverpool-Hornpipe-caaafa58de774919b58076e6ac792646?pvs=21)
Blarney Pilgrim (25-04-07),"April 7, 2025 3:20 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Blarney Pilgrim (https://www.notion.so/Blarney-Pilgrim-19404f42e3e080cb8bbdd8da0bf51a85?pvs=21)
Creeping Dockin (25-04-07),"April 7, 2025 3:20 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Creeping Dockin (https://www.notion.so/Creeping-Dockin-595a97520a664ec0b6e86981ac06b83e?pvs=21)
The Hag at the Churn (25-04-07),"April 7, 2025 3:21 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Hag at the Churn (https://www.notion.so/The-Hag-at-the-Churn-4621de54f6474cee9ad99dbedda88ec5?pvs=21)
The Flowers of Munster (25-04-07),"April 7, 2025 3:21 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Flowers of Munster (https://www.notion.so/The-Flowers-of-Munster-13f04f42e3e080f3b14aec00883fca4a?pvs=21)
Sporting Paddy (25-04-07),"April 7, 2025 3:21 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Sporting Paddy (https://www.notion.so/Sporting-Paddy-323d0a89abeb4931ab08147ef53f14ab?pvs=21)
The Golden Keyboard (25-04-07),"April 7, 2025 3:21 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Golden Keyboard (https://www.notion.so/The-Golden-Keyboard-11704f42e3e08034b122d622cc09c1a8?pvs=21)
Pipe on the Hob (25-04-08),"April 8, 2025 11:35 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Pipe on the Hob (https://www.notion.so/Pipe-on-the-Hob-f35290ef6ff8479b8234689bd21386ac?pvs=21)
Dancing Eyes (25-04-08),"April 8, 2025 11:35 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Dancing Eyes (https://www.notion.so/Dancing-Eyes-9ac74966ac09458ba3ca1887a748c2e6?pvs=21)
The Mooncoin (25-04-08),"April 8, 2025 11:35 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Mooncoin (https://www.notion.so/The-Mooncoin-4599a4006eff4634856494ce80c98db0?pvs=21)
The Humours of Drinagh (25-04-10),"April 10, 2025 7:16 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Humours of Drinagh (https://www.notion.so/The-Humours-of-Drinagh-4d80c7bc671f44988d0f3c2b43afa8eb?pvs=21)
Humours of Ennistymon (25-04-10),"April 10, 2025 7:16 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Humours of Ennistymon (https://www.notion.so/Humours-of-Ennistymon-d65b81dba2ad43ac9d90f2b0af4b2e7b?pvs=21)
The Old Favourite (25-04-10),"April 10, 2025 7:17 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Old Favourite (https://www.notion.so/The-Old-Favourite-19b04f42e3e08041ad4bf3ab1a1282ba?pvs=21)
Dancing Eyes (25-04-10),"April 10, 2025 7:17 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Dancing Eyes (https://www.notion.so/Dancing-Eyes-9ac74966ac09458ba3ca1887a748c2e6?pvs=21)
Down the Back Lane (25-04-10),"April 10, 2025 7:17 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Down the Back Lane (https://www.notion.so/Down-the-Back-Lane-8d8b3ba7d0b64912915933914a8ee886?pvs=21)
The Lasses of Limerick (25-04-10),"April 10, 2025 12:37 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Lasses of Limerick (https://www.notion.so/The-Lasses-of-Limerick-f6d7f33d585e47b0b12b38a1e8102eac?pvs=21)
The Hare’s Paw (25-04-10),"April 10, 2025 12:37 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Hare’s Paw (https://www.notion.so/The-Hare-s-Paw-14504f42e3e0801e8f02e6cf9174f023?pvs=21)
Love At the Endings (25-04-10),"April 10, 2025 12:38 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Love At the Endings (https://www.notion.so/Love-At-the-Endings-9be0742265a9421b97b9e00adba0be62?pvs=21)
The Hag at the Churn (25-04-10),"April 10, 2025 12:39 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Hag at the Churn (https://www.notion.so/The-Hag-at-the-Churn-4621de54f6474cee9ad99dbedda88ec5?pvs=21)
Kit O'Mahoney's  (25-04-10),"April 10, 2025 2:06 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Kit O'Mahoney's  (https://www.notion.so/Kit-O-Mahoney-s-1b5ad99f0f9f46689e14df11b1aa55cd?pvs=21)
The Princess (25-04-10),"April 10, 2025 2:06 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Princess (https://www.notion.so/The-Princess-9f55bda76f3f4c4692293374a42de21a?pvs=21)
The Dances at Kinvara (25-04-10),"April 10, 2025 2:06 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Dances at Kinvara (https://www.notion.so/The-Dances-at-Kinvara-5ad1820870b143f4bc7b3fe4e79e2d01?pvs=21)
The Rathawuan Slide (25-04-10),"April 10, 2025 3:33 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Rathawuan Slide (https://www.notion.so/The-Rathawuan-Slide-f71cc10f0540437c9eeaac6cc283f79d?pvs=21)
The Hare in the Corn (25-04-10),"April 10, 2025 3:33 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Hare in the Corn (https://www.notion.so/The-Hare-in-the-Corn-b8637a86c93b4580b4c5d57b0a99897b?pvs=21)
Basket of Turf (25-04-10),"April 10, 2025 4:38 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Basket of Turf (https://www.notion.so/Basket-of-Turf-aeb7e80749444bad8b24174079f30446?pvs=21)
Wise Maid (25-04-10),"April 10, 2025 4:44 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Wise Maid (https://www.notion.so/Wise-Maid-eff0b48f98df46308fddca2be909503f?pvs=21)
The Kid on the Mountain (25-04-11),"April 11, 2025 4:58 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Kid on the Mountain (https://www.notion.so/The-Kid-on-the-Mountain-00016bef41234f3faa408589f4d8da57?pvs=21)
Tobín’s Favorite (25-04-11),"April 11, 2025 4:58 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Tobín’s Favorite (https://www.notion.so/Tob-n-s-Favorite-ecc3e26246a449edab7f10c8f903406d?pvs=21)
Dever the  Dancer (25-04-11),"April 11, 2025 4:59 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Dever the  Dancer (https://www.notion.so/Dever-the-Dancer-483ad6770bc94aa49e678e0e44ccf9c9?pvs=21)
Britches Full of Stitches (25-04-11),"April 11, 2025 5:11 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Britches Full of Stitches (https://www.notion.so/Britches-Full-of-Stitches-58f79dac8cc44adb9d6e5ca2dcd114cb?pvs=21)
Mist Covered Mountain (25-04-11),"April 11, 2025 5:29 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Mist Covered Mountain (https://www.notion.so/Mist-Covered-Mountain-c278589ad4ad41cbbbeaed21b760232f?pvs=21)
